X,Y,Z,Time hour:minute:second:microsecond
-0.004689877387136221,0.07405173778533936,0.9879470467567444,18:02:32:602183
-0.07750639319419861,0.02840672992169857,0.8914430737495422,18:02:32:647814
-0.033075977116823196,0.07478010654449463,1.0337620973587036,18:02:32:660061
-0.06639879196882248,0.1145980954170227,0.9672328233718872,18:02:32:672284
0.027881281450390816,0.05584229528903961,0.999400794506073,18:02:32:688054
0.019153228029608727,0.058513008058071136,0.9767369627952576,18:02:32:703824
0.0041215806268155575,0.05098643898963928,0.9791739583015442,18:02:32:722582
-0.0024683563970029354,0.058513008058071136,0.9813672304153442,18:02:32:737723
-0.00024683563970029354,0.04904409870505333,0.9859974384307861,18:02:32:749378
0.01600143127143383,0.05389995500445366,0.9867285490036011,18:02:32:779605
0.010425174608826637,0.053657159209251404,0.9872159361839294,18:02:32:791247
0.002424459205940366,0.052200403064489365,0.987459659576416,18:02:32:806377
0.001939567388035357,0.05268598720431328,0.9859974384307861,18:02:32:818443
0.00630359398201108,0.05389995500445366,0.9857537150382996,18:02:32:834205
0.012122295796871185,0.05341436713933945,0.9867285490036011,18:02:32:850002
0.007273377384990454,0.054385535418987274,0.984535276889801,18:02:32:879813
0.007515823468565941,0.0553567074239254,0.9859974384307861,18:02:32:909713
0.011152512393891811,0.0553567074239254,0.9855100512504578,18:02:32:922049
0.010667620226740837,0.054385535418987274,0.987459659576416,18:02:32:937831
0.009940282441675663,0.05414274334907532,0.9864848256111145,18:02:32:953699
0.008000715635716915,0.054385535418987274,0.9852663278579712,18:02:32:973009
0.008970499038696289,0.054385535418987274,0.9859974384307861,18:02:32:989532
0.009940282441675663,0.054385535418987274,0.9867285490036011,18:02:33:039873
0.00872805342078209,0.0553567074239254,0.987459659576416,18:02:33:052692
0.00872805342078209,0.05389995500445366,0.9859974384307861,18:02:33:065456
0.009697836823761463,0.05511391535401344,0.9859974384307861,18:02:33:078169
0.009940282441675663,0.0553567074239254,0.9859974384307861,18:02:33:091539
0.009697836823761463,0.05632787570357323,0.9859974384307861,18:02:33:104352
0.007758269552141428,0.05584229528903961,0.9857537150382996,18:02:33:134244
0.00872805342078209,0.05487111955881119,0.9867285490036011,18:02:33:165391
0.009455390274524689,0.05414274334907532,0.9864848256111145,18:02:33:178124
0.010182728059589863,0.05462832748889923,0.9867285490036011,18:02:33:194519
0.008485606871545315,0.0553567074239254,0.9859974384307861,18:02:33:207256
0.008485606871545315,0.054385535418987274,0.9852663278579712,18:02:33:220144
0.009212944656610489,0.05462832748889923,0.9852663278579712,18:02:33:232921
0.007515823468565941,0.05511391535401344,0.9857537150382996,18:02:33:266429
0.010667620226740837,0.05608508735895157,0.9862411618232727,18:02:33:282927
0.010910065844655037,0.05462832748889923,0.9867285490036011,18:02:33:299318
0.008485606871545315,0.052928779274225235,0.9864848256111145,18:02:33:315596
0.009455390274524689,0.05414274334907532,0.9867285490036011,18:02:33:328416
0.00872805342078209,0.05341436713933945,0.9859974384307861,18:02:33:341170
0.010182728059589863,0.05244319513440132,0.9852663278579712,18:02:33:353954
0.008485606871545315,0.054385535418987274,0.9872159361839294,18:02:33:367327
0.009940282441675663,0.05487111955881119,0.9867285490036011,18:02:33:397212
0.010182728059589863,0.0553567074239254,0.9862411618232727,18:02:33:427593
0.009940282441675663,0.054385535418987274,0.9881907105445862,18:02:33:439872
0.009212944656610489,0.05414274334907532,0.9872159361839294,18:02:33:455698
0.009455390274524689,0.05511391535401344,0.9864848256111145,18:02:33:471472
0.009212944656610489,0.05414274334907532,0.9857537150382996,18:02:33:487240
0.008970499038696289,0.05462832748889923,0.9867285490036011,18:02:33:499667
0.008000715635716915,0.05559949949383736,0.9881907105445862,18:02:33:530197
0.008970499038696289,0.0553567074239254,0.9869722723960876,18:02:33:542428
0.008970499038696289,0.05511391535401344,0.9879470467567444,18:02:33:558190
0.009212944656610489,0.05681345984339714,0.9864848256111145,18:02:33:573956
0.009212944656610489,0.05681345984339714,0.9862411618232727,18:02:33:593267
0.009940282441675663,0.05584229528903961,0.988434374332428,18:02:33:609167
0.009940282441675663,0.05414274334907532,0.9896529316902161,18:02:33:640196
0.009697836823761463,0.05487111955881119,0.9867285490036011,18:02:33:652438
0.010182728059589863,0.05389995500445366,0.9869722723960876,18:02:33:668202
0.009697836823761463,0.05244319513440132,0.9877033233642578,18:02:33:680416
0.008970499038696289,0.05268598720431328,0.9859974384307861,18:02:33:696245
0.00872805342078209,0.05025806277990341,0.987459659576416,18:02:33:712770
0.010425174608826637,0.052928779274225235,0.9891654849052429,18:02:33:757753
