"datetime","num_sats","latitude","latitude_dir","longitude","longitude_dir"
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
"2018-03-14 18:02:32","00","","","",""
